#Time(fs)       #Bond_length
 20.91600000   -0.030528939084
 21.16500000   -0.031145654669
 21.41400000   -0.031756285529
 21.66300000   -0.032359705358
 21.91200000   -0.032954756342
 22.16100000   -0.033540252861
 22.41000000   -0.034114985601
 22.65900000   -0.034677726073
 22.90800000   -0.035227231511
 23.15700000   -0.035762249682
 23.40600000   -0.036281525272
 23.65500000   -0.036783805436
 23.90400000   -0.037267845937
 24.15300000   -0.037732417517
 24.40200000   -0.038176312417
 24.65100000   -0.038598351021
 24.90000000   -0.038997388544
 25.14900000   -0.039372321722
 25.39800000   -0.039722095429
 25.64700000   -0.040045709160
 25.89600000   -0.040342223313
 26.14500000   -0.040610766461
 26.39400000   -0.040850538580
 26.64300000   -0.041060817557
 26.89200000   -0.041240964040
 27.14100000   -0.041390425792
 27.39000000   -0.041508741479
 27.63900000   -0.041595543874
 27.88800000   -0.041650562419
 28.13700000   -0.041673625123
 28.38600000   -0.041664659776
 28.63500000   -0.041623694456
 28.88400000   -0.041550857335
 29.13300000   -0.041446375770
 29.38200000   -0.041310574707
 29.63100000   -0.041143874406
 29.88000000   -0.040946787517
 30.12900000   -0.040719915546
 30.37800000   -0.040463944738
 30.62700000   -0.040179641445
 30.87600000   -0.039867845791
 31.12500000   -0.039529468635
 31.37400000   -0.039165484433
 31.62300000   -0.038776925054
 31.87200000   -0.038364873379
 32.12100000   -0.037930456738
 32.37000000   -0.037474840237
 32.61900000   -0.036999220070
 32.86800000   -0.036504816843
 33.11700000   -0.035992868995
 33.36600000   -0.035464626353
 33.61500000   -0.034921343886
 33.86400000   -0.034364275698
 34.11300000   -0.033794669586
 34.36200000   -0.033213760953
 34.61100000   -0.032622768132
 34.86000000   -0.032022887707
 35.10900000   -0.031415290215
 35.35800000   -0.030801116264
 35.60700000   -0.030181473061
 35.85600000   -0.029557431370
 36.10500000   -0.028930022878
 36.35400000   -0.028300237982
 36.60300000   -0.027669023975
 36.85200000   -0.027037283625
 37.10100000   -0.026405874132
 37.35000000   -0.025775606438
 37.59900000   -0.025147244875
 37.84800000   -0.024521507129
 38.09700000   -0.023899064496
 38.34600000   -0.023280542400
 38.59500000   -0.022666521158
 38.84400000   -0.022057536956
 39.09300000   -0.021454083023
 39.34200000   -0.020856610964
 39.59100000   -0.020265532247
 39.84000000   -0.019681219798
 40.08900000   -0.019104009703
 40.33800000   -0.018534202987
 40.58700000   -0.017972067447
 40.83600000   -0.017417839530
 41.08500000   -0.016871726234
 41.33400000   -0.016333907012
 41.58300000   -0.015804535682
 41.83200000   -0.015283742309
 42.08100000   -0.014771635067
 42.33000000   -0.014268302057
 42.57900000   -0.013773813079
 42.82800000   -0.013288221361
 43.07700000   -0.012811565212
 43.32600000   -0.012343869625
 43.57500000   -0.011885147806
 43.82400000   -0.011435402630
 44.07300000   -0.010994628026
 44.32200000   -0.010562810287
 44.57100000   -0.010139929299
 44.82000000   -0.009725959700
 45.06900000   -0.009320871958
 45.31800000   -0.008924633370
 45.56700000   -0.008537208989
 45.81600000   -0.008158562478
 46.06500000   -0.007788656887
 46.31400000   -0.007427455355
 46.56300000   -0.007074921756
 46.81200000   -0.006731021257
 47.06100000   -0.006395720830
 47.31000000   -0.006068989650
 47.55900000   -0.005750799538
 47.80800000   -0.005441125245
 48.05700000   -0.005139944715
 48.30600000   -0.004847239291
 48.55500000   -0.004562993865
 48.80400000   -0.004287196985
 49.05300000   -0.004019840905
 49.30200000   -0.003760921597
 49.55100000   -0.003510438720
 49.80000000   -0.003268395544
 50.04900000   -0.003034798844
 50.29800000   -0.002809658752
 50.54700000   -0.002592988581
 50.79600000   -0.002384804622
 51.04500000   -0.002185125908
 51.29400000   -0.001993973962
 51.54300000   -0.001811372518
 51.79200000   -0.001637347229
 52.04100000   -0.001471925360
 52.29000000   -0.001315135469
 52.53900000   -0.001167007075
 52.78800000   -0.001027570332
 53.03700000   -0.000896855688
 53.28600000   -0.000774893555
 53.53500000   -0.000661713979
 53.78400000   -0.000557346316
 54.03300000   -0.000461818917
 54.28200000   -0.000375158835
 54.53100000   -0.000297391532
 54.78000000   -0.000228540620
 55.02900000   -0.000168627608
 55.27800000   -0.000117671687
 55.52700000   -0.000075689523
 55.77600000   -0.000042695091
 56.02500000   -0.000018699527
 56.27400000   -0.000003711018
 56.52300000    0.000002265288
 56.77200000   -0.000000772672
 57.02100000   -0.000012823849
 57.27000000   -0.000033884095
 57.51900000   -0.000063946208
 57.76800000   -0.000103000000
 58.01700000   -0.000151032408
 58.26600000   -0.000208027625
 58.51500000   -0.000273967263
 58.76400000   -0.000348830546
 59.01300000   -0.000432594521
 59.26200000   -0.000525234300
 59.51100000   -0.000626723320
 59.76000000   -0.000737033619
 60.00900000   -0.000856136135
 60.25800000   -0.000984001013
 60.50700000   -0.001120597924
 60.75600000   -0.001265896394
 61.00500000   -0.001419866138
 61.25400000   -0.001582477392
 61.50300000   -0.001753701249
 61.75200000   -0.001933509988
 62.00100000   -0.002121877394
 62.25000000   -0.002318779076
 62.49900000   -0.002524192759
 62.74800000   -0.002738098568
 62.99700000   -0.002960479293
 63.24600000   -0.003191320625
 63.49500000   -0.003430611375
 63.74400000   -0.003678343657
 63.99300000   -0.003934513042
 64.24200000   -0.004199118687
 64.49100000   -0.004472163411
 64.74000000   -0.004753653746
 64.98900000   -0.005043599942
 65.23800000   -0.005342015923
 65.48700000   -0.005648919204
 65.73600000   -0.005964330752
 65.98500000   -0.006288274802
 66.23400000   -0.006620778609
 66.48300000   -0.006961872184
 66.73200000   -0.007311587873
 66.98100000   -0.007669959972
 67.23000000   -0.008037024245
 67.47900000   -0.008412817379
 67.72800000   -0.008797376370
 67.97700000   -0.009190737837
 68.22600000   -0.009592937270
 68.47500000   -0.010004008201
 68.72400000   -0.010423981302
 68.97300000   -0.010852883410
 69.22200000   -0.011290736472
 69.47100000   -0.011737556416
 69.72000000   -0.012193351941
 69.96900000   -0.012658123237
 70.21800000   -0.013131860624
 70.46700000   -0.013614543113
 70.71600000   -0.014106136910
 70.96500000   -0.014606593829
 71.21400000   -0.015115849659
 71.46300000   -0.015633822456
 71.71200000   -0.016160410788
 71.96100000   -0.016695491928
 72.21000000   -0.017238920007
 72.45900000   -0.017790524138
 72.70800000   -0.018350106509
 72.95700000   -0.018917440485
 73.20600000   -0.019492268694
 73.45500000   -0.020074301148
 73.70400000   -0.020663213387
 73.95300000   -0.021258644685
 74.20200000   -0.021860196320
 74.45100000   -0.022467429938
 74.70000000   -0.023079866034
 74.94900000   -0.023696982561
 75.19800000   -0.024318213705
 75.44700000   -0.024942948841
 75.69600000   -0.025570531696
 75.94500000   -0.026200259747
 76.19400000   -0.026831383877
 76.44300000   -0.027463108315
 76.69200000   -0.028094590883
 76.94100000   -0.028724943568
 77.19000000   -0.029353233454
 77.43900000   -0.029978484014
 77.68800000   -0.030599676798
 77.93700000   -0.031215753512
 78.18600000   -0.031825618512
 78.43500000   -0.032428141719
 78.68400000   -0.033022161945
 78.93300000   -0.033606490645
 79.18200000   -0.034179916078
 79.43100000   -0.034741207868
 79.68000000   -0.035289121945
 79.92900000   -0.035822405381
 80.17800000   -0.036339802841
 80.42700000   -0.036840062145
 80.67600000   -0.037321940443
 80.92500000   -0.037784210598
 81.17400000   -0.038225667727
 81.42300000   -0.038645135853
 81.67200000   -0.039041474598
 81.92100000   -0.039413585863
 82.17000000   -0.039760420437
 82.41900000   -0.040080984457
 82.66800000   -0.040374345670
 82.91700000   -0.040639640667
 83.16600000   -0.040876078066
 83.41500000   -0.041082944973
 83.66400000   -0.041259611779
 83.91300000   -0.041405536450
 84.16200000   -0.041520268256
 84.41100000   -0.041603450898
 84.66000000   -0.041654824996
 84.90900000   -0.041674229912
 85.15800000   -0.041661604882
 85.40700000   -0.041616989445
 85.65600000   -0.041540523164
 85.90500000   -0.041432444642
 86.15400000   -0.041293089843
 86.40300000   -0.041122889744
 86.65200000   -0.040922367340
 86.90100000   -0.040692134035
 87.15000000   -0.040432885475
 87.39900000   -0.040145396848
 87.64800000   -0.039830516507
 87.89700000   -0.039489162883
 88.14600000   -0.039122317310
 88.39500000   -0.038731017814
 88.64400000   -0.038316352691
 88.89300000   -0.037879453924
 89.14200000   -0.037421490514
 89.39100000   -0.036943661780
 89.64000000   -0.036447190699
 89.88900000   -0.035933317332
 90.13800000   -0.035403292409
 90.38700000   -0.034858371100
 90.63600000   -0.034299807420
 90.88500000   -0.033728847670
 91.13400000   -0.033146725553
 91.38300000   -0.032554657147
 91.63200000   -0.031953836269
 91.88100000   -0.031345430226
 92.13000000   -0.030730575977
 92.37900000   -0.030110376713
 92.62800000   -0.029485898858
 92.87700000   -0.028858169485
 93.12600000   -0.028228174151
 93.37500000   -0.027596855126
 93.62400000   -0.026965110020
 93.87300000   -0.026333790775
 94.12200000   -0.025703703018
 94.37100000   -0.025075605748
 94.62000000   -0.024450211335
 94.86900000   -0.023828185801
 95.11800000   -0.023210149374
 95.36700000   -0.022596677275
 95.61600000   -0.021988300719
 95.86500000   -0.021385508110
 96.11400000   -0.020788746390
 96.36300000   -0.020198422539
 96.61200000   -0.019614905187
 96.86100000   -0.019038526323
 97.11000000   -0.018469583081
 97.35900000   -0.017908339582
 97.60800000   -0.017355028810
 97.85700000   -0.016809854520
 98.10600000   -0.016272993141
 98.35500000   -0.015744595682
 98.60400000   -0.015224789612
 98.85300000   -0.014713680721
 99.10200000   -0.014211354930
 99.35100000   -0.013717880060
 99.60000000   -0.013233307551
 99.84900000   -0.012757674111
100.09800000   -0.012291003311
100.34700000   -0.011833307103
100.59600000   -0.011384587271
100.84500000   -0.010944836808
101.09400000   -0.010514041214
101.34300000   -0.010092179717
101.59200000   -0.009679226428
101.84100000   -0.009275151400
102.09000000   -0.008879921631
102.33900000   -0.008493501972
102.58800000   -0.008115855978
102.83700000   -0.007746946674
103.08600000   -0.007386737255
103.33500000   -0.007035191713
103.58400000   -0.006692275397
103.83300000   -0.006357955513
104.08200000   -0.006032201518
104.33100000   -0.005714985552
104.58000000   -0.005406282719
104.82900000   -0.005106071342
105.07800000   -0.004814333163
105.32700000   -0.004531053488
105.57600000   -0.004256221285
105.82500000   -0.003989829233
106.07400000   -0.003731873729
106.32300000   -0.003482354848
106.57200000   -0.003241276269
106.82100000   -0.003008645155
107.07000000   -0.002784472014
107.31900000   -0.002568770509
107.56800000   -0.002361557256
107.81700000   -0.002162851587
108.06600000   -0.001972675290
108.31500000   -0.001791052336
108.56400000   -0.001618008577
108.81300000   -0.001453571443
109.06200000   -0.001297769616
109.31100000   -0.001150632707
109.56000000   -0.001012190919
109.80900000   -0.000882474713
110.05800000   -0.000761514478
110.30700000   -0.000649340194
110.55600000   -0.000545981120
110.80500000   -0.000451465473
111.05400000   -0.000365820139
111.30300000   -0.000289070381
111.55200000   -0.000221239583
111.80100000   -0.000162349001
112.05000000   -0.000112417545
112.29900000   -0.000071461584
112.54800000   -0.000039494773
112.79700000   -0.000016527919
113.04600000   -0.000002568863
113.29500000    0.000002377595
113.54400000   -0.000001690251
113.79300000   -0.000014770998
114.04200000   -0.000036860145
114.29100000   -0.000067950145
114.54000000   -0.000108030477
114.78900000   -0.000157087756
115.03800000   -0.000215105871
115.28700000   -0.000282066153
115.53600000   -0.000357947563
115.78500000   -0.000442726915
116.03400000   -0.000536379118
116.28300000   -0.000638877433
116.53200000   -0.000750193758
116.78100000   -0.000870298923
117.03000000   -0.000999163004
117.27900000   -0.001136755638
117.52800000   -0.001283046357
117.77700000   -0.001438004916
118.02600000   -0.001601601634
118.27500000   -0.001773807722
118.52400000   -0.001954595614
118.77300000   -0.002143939291
119.02200000   -0.002341814585
119.27100000   -0.002548199483
119.52000000   -0.002763074402
119.76900000   -0.002986422451
120.01800000   -0.003218229668
120.26700000   -0.003458485232
120.51600000   -0.003707181643
120.76500000   -0.003964314879
121.01400000   -0.004229884509
121.26300000   -0.004503893776
121.51200000   -0.004786349639
121.76100000   -0.005077262767
122.01000000   -0.005376647502
122.25900000   -0.005684521761
122.50800000   -0.006000906895
122.75700000   -0.006325827495
123.00600000   -0.006659311147
123.25500000   -0.007001388150
123.50400000   -0.007352091095
123.75300000   -0.007711454470
124.00200000   -0.008079514175
124.25100000   -0.008456306965
124.50000000   -0.008841869828
124.74900000   -0.009236239293
124.99800000   -0.009639450670
125.24700000   -0.010051537212
125.49600000   -0.010472529203
125.74500000   -0.010902452977
125.99400000   -0.011341329851
126.24300000   -0.011789174989
126.49200000   -0.012245996186
126.74100000   -0.012711792574
126.99000000   -0.013186553254
127.23900000   -0.013670255853
127.48800000   -0.014162865013
127.73700000   -0.014664330801
127.98600000   -0.015174587068
128.23500000   -0.015693549734
128.48400000   -0.016221115025
128.73300000   -0.016757157665
128.98200000   -0.017301529023
129.23100000   -0.017854055230
129.48000000   -0.018414535280
129.72900000   -0.018982739122
129.97800000   -0.019558405751
130.22700000   -0.020141241335
130.47600000   -0.020730917361
130.72500000   -0.021327068846
130.97400000   -0.021929292623
131.22300000   -0.022537145709
131.47200000   -0.023150143808
131.72100000   -0.023767759930
131.97000000   -0.024389423193
132.21900000   -0.025014517792
132.46800000   -0.025642382196
132.71700000   -0.026272308573
132.96600000   -0.026903542472
133.21500000   -0.027535282802
133.46400000   -0.028166682112
133.71300000   -0.028796847206
133.96200000   -0.029424840112
134.21100000   -0.030049679422
134.46000000   -0.030670342020
134.70900000   -0.031285765210
134.95800000   -0.031894849260
135.20700000   -0.032496460359
135.45600000   -0.033089433996
135.70500000   -0.033672578758
135.95400000   -0.034244680537
136.20300000   -0.034804507136
136.45200000   -0.035350813249
136.70100000   -0.035882345331
136.95000000   -0.036397848102
137.19900000   -0.036896070131
137.44800000   -0.037375770037
137.69700000   -0.037835722890
137.94600000   -0.038274726774
138.19500000   -0.038691609438
138.44400000   -0.039085234997
138.69300000   -0.039454510605
138.94200000   -0.039798393051
139.19100000   -0.040115895199
139.44000000   -0.040406092220
139.68900000   -0.040668128799
139.93800000   -0.040901222263
140.18700000   -0.041104668999
140.43600000   -0.041277849199
140.68500000   -0.041420231082
140.93400000   -0.041531374560
141.18300000   -0.041610934293
141.43200000   -0.041658662105
141.68100000   -0.041674408722
141.93000000   -0.041658124834
142.17900000   -0.041609861434
142.42800000   -0.041529769463
142.67700000   -0.041418098747
142.92600000   -0.041275196235
143.17500000   -0.041101503583
143.42400000   -0.040897554078
143.67300000   -0.040663968972
143.92200000   -0.040401453244
144.17100000   -0.040110790852
144.42000000   -0.039792838303
144.66900000   -0.039448521521
144.91800000   -0.039078828634
145.16700000   -0.038684803742
145.41600000   -0.038267540465
145.66500000   -0.037828175356
145.91400000   -0.037367881217
146.16300000   -0.036887860406
146.41200000   -0.036389338181
146.66100000   -0.035873556145
146.91000000   -0.035341765844
147.15900000   -0.034795222572
147.40800000   -0.034235179786
147.65700000   -0.033662882616
147.90600000   -0.033079562995
148.15500000   -0.032486434688
148.40400000   -0.031884688690
148.65300000   -0.031275489027
148.90200000   -0.030659968965
149.15100000   -0.030039227638
149.40000000   -0.029414327097
149.64900000   -0.028786289774
149.89800000   -0.028156096364
150.14700000   -0.027524684095
150.39600000   -0.026892945405
150.64500000   -0.026261726969
150.89400000   -0.025631829098
151.14300000   -0.025004005460
151.39200000   -0.024378963106
151.64100000   -0.023757362796
151.89000000   -0.023139819572
152.13900000   -0.022526903572
152.38800000   -0.021919141058
152.63700000   -0.021317015624
152.88600000   -0.020720969568
153.13500000   -0.020131405406
153.38400000   -0.019548687493
153.63300000   -0.018973143745
153.88200000   -0.018405067430
154.13100000   -0.017844719016
154.38000000   -0.017292328051
154.62900000   -0.016748095072
154.87800000   -0.016212193506
155.12700000   -0.015684771579
155.37600000   -0.015165954191
155.62500000   -0.014655844769
155.87400000   -0.014154527079
156.12300000   -0.013662066984
156.37200000   -0.013178514158
156.62100000   -0.012703903731
156.87000000   -0.012238257868
157.11900000   -0.011781587290
157.36800000   -0.011333892707
157.61700000   -0.010895166192
157.86600000   -0.010465392467
158.11500000   -0.010044550120
158.36400000   -0.009632612745
158.61300000   -0.009229549999
158.86200000   -0.008835328586
159.11100000   -0.008449913171
159.36000000   -0.008073267210
159.60900000   -0.007705353713
159.85800000   -0.007346135935
160.10700000   -0.006995577996
160.35600000   -0.006653645435
160.60500000   -0.006320305697
160.85400000   -0.005995528524
161.10300000   -0.005679286381
161.35200000   -0.005371554726
161.60100000   -0.005072312266
161.85000000   -0.004781541142
162.09900000   -0.004499227075
162.34800000   -0.004225359455
162.59700000   -0.003959931388
162.84600000   -0.003702939691
163.09500000   -0.003454384858
163.34400000   -0.003214270970
163.59300000   -0.002982605584
163.84200000   -0.002759399573
164.09100000   -0.002544666953
164.34000000   -0.002338424661
164.58900000   -0.002140692322
164.83800000   -0.001951491990
165.08700000   -0.001770847864
165.33600000   -0.001598785993
165.58500000   -0.001435333966
165.83400000   -0.001280520590
166.08300000   -0.001134375557
166.33200000   -0.000996929119
166.58100000   -0.000868211746
166.83000000   -0.000748253794
167.07900000   -0.000637085180
167.32800000   -0.000534735057
167.57700000   -0.000441231506
167.82600000   -0.000356601240
168.07500000   -0.000280869323
168.32400000   -0.000214058906
168.57300000   -0.000156190988
168.82200000   -0.000107284198
169.07100000   -0.000067354603
169.32000000   -0.000036415539
169.56900000   -0.000014477480
169.81800000   -0.000001547922
170.06700000    0.000002368686
170.31600000   -0.000002729007
170.56500000   -0.000016839242
170.81400000   -0.000039957170
171.06300000   -0.000072074896
171.31200000   -0.000113181567
171.56100000   -0.000163263479
171.81000000   -0.000222304221
172.05900000   -0.000290284841
172.30800000   -0.000367184046
172.55700000   -0.000452978417
172.80600000   -0.000547642662
173.05500000   -0.000651149872
173.30400000   -0.000763471808
173.55300000   -0.000884579198
173.80200000   -0.001014442050
174.05100000   -0.001153029973
174.30000000   -0.001300312507
174.54900000   -0.001456259457
174.79800000   -0.001620841224
175.04700000   -0.001794029144
175.29600000   -0.001975795812
175.54500000   -0.002166115403
175.79400000   -0.002364963983
176.04300000   -0.002572319801
176.29200000   -0.002788163570
176.54100000   -0.003012478720
176.79000000   -0.003245251640
177.03900000   -0.003486471878
177.28800000   -0.003736132326
177.53700000   -0.003994229366
177.78600000   -0.004260762983
178.03500000   -0.004535736845
178.28400000   -0.004819158333
178.53300000   -0.005111038541
178.78200000   -0.005411392224
179.03100000   -0.005720237700
179.28000000   -0.006037596700
179.52900000   -0.006363494173
179.77800000   -0.006697958026
180.02700000   -0.007041018843
180.27600000   -0.007392709455
180.52500000   -0.007753064537
180.77400000   -0.008122120117
181.02300000   -0.008499913007
181.27200000   -0.008886480181
181.52100000   -0.009281858068
181.77000000   -0.009686081787
182.01900000   -0.010099184299
182.26800000   -0.010521195487
182.51700000   -0.010952141168
182.76600000   -0.011392042016
183.01500000   -0.011840912415
183.26400000   -0.012298759237
183.51300000   -0.012765580538
183.76200000   -0.013241364184
184.01100000   -0.013726086396
184.26000000   -0.014219710231
184.50900000   -0.014722183990
184.75800000   -0.015233439561
185.00700000   -0.015753390704
185.25600000   -0.016281931283
185.50500000   -0.016818933447
185.75400000   -0.017364245777
186.00300000   -0.017917691400
186.25200000   -0.018479066088
186.50100000   -0.019048136349
186.75000000   -0.019624637526
186.99900000   -0.020208271912
187.24800000   -0.020798706920
187.49700000   -0.021395573289
187.74600000   -0.021998463383
187.99500000   -0.022606929574
188.24400000   -0.023220482752
188.49300000   -0.023838590974
188.74200000   -0.024460678270
188.99100000   -0.025086123651
189.24000000   -0.025714260318
189.48900000   -0.026344375124
189.73800000   -0.026975708286
189.98700000   -0.027607453395
190.23600000   -0.028238757737
190.48500000   -0.028868722943
190.73400000   -0.029496406006
190.98300000   -0.030120820656
191.23200000   -0.030740939140
191.48100000   -0.031355694394
191.73000000   -0.031963982636
191.97900000   -0.032564666369
192.22800000   -0.033156577807
192.47700000   -0.033738522725
192.72600000   -0.034309284707
192.97500000   -0.034867629799
193.22400000   -0.035412311531
193.47300000   -0.035942075816
193.72200000   -0.036455667505
193.97100000   -0.036951835997
194.22000000   -0.037429341464
194.46900000   -0.037886961271
194.71800000   -0.038323496553
194.96700000   -0.038737778874
195.21600000   -0.039128676931
195.46500000   -0.039495103215
195.71400000   -0.039836020599
195.96300000   -0.040150448756
196.21200000   -0.040437470360
196.46100000   -0.040696238263
196.71000000   -0.040925978568
196.95900000   -0.041125997008
197.20800000   -0.041295683628
197.45700000   -0.041434516948
197.70600000   -0.041542067565
197.95500000   -0.041618001128
198.20400000   -0.041662080686
198.45300000   -0.041674168347
198.70200000   -0.041654226255
198.95100000   -0.041602316855
199.20000000   -0.041518602452
199.44900000   -0.041403344071
199.69800000   -0.041256899617
199.94700000   -0.041079721380
200.19600000   -0.040872352895
200.44500000   -0.040635425206
200.69400000   -0.040369652562
200.94300000   -0.040075827623
201.19200000   -0.039754814977
201.44100000   -0.039407547962
201.69000000   -0.039035021421
201.93900000   -0.038638285441
202.18800000   -0.038218438882
202.43700000   -0.037776622777
202.68600000   -0.037314013643
202.93500000   -0.036831816790
203.18400000   -0.036331259672
203.43300000   -0.035813585348
203.68200000   -0.035280046101
203.93100000   -0.034731897269
204.18000000   -0.034170391681
204.42900000   -0.033596773220
204.67800000   -0.033012271991
204.92700000   -0.032418099381
205.17600000   -0.031815443508
205.42500000   -0.031205465070
205.67400000   -0.030589293593
205.92300000   -0.029968024118
206.17200000   -0.029342714290
206.42100000   -0.028714381871
206.67000000   -0.028084002669
206.91900000   -0.027452508857
207.16800000   -0.026820787684
207.41700000   -0.026189680555
207.66600000   -0.025559982459
207.91500000   -0.024932441730
208.16400000   -0.024307760110
208.41300000   -0.023686593101
208.66200000   -0.023069550570
208.91100000   -0.022457197587
209.16000000   -0.021850055473
209.40900000   -0.021248603033
209.65800000   -0.020653277942
209.90700000   -0.020064478270
210.15600000   -0.019482564122
210.40500000   -0.018907859363
210.65400000   -0.018340653420
210.90300000   -0.017781203131
211.15200000   -0.017229734634
211.40100000   -0.016686445272
211.65000000   -0.016151505498
211.89900000   -0.015625060777
212.14800000   -0.015107233464
212.39700000   -0.014598124648
212.64600000   -0.014097815961
212.89500000   -0.013606371332
213.14400000   -0.013123838692
213.39300000   -0.012650251609
213.64200000   -0.012185630867
213.89100000   -0.011729985970
214.14000000   -0.011283316576
214.38900000   -0.010845613852
214.63800000   -0.010416861760
214.88700000   -0.009997038263
215.13600000   -0.009586116450
215.38500000   -0.009184065593
215.63400000   -0.008790852120
215.88300000   -0.008406440516
216.13200000   -0.008030794149
216.38100000   -0.007663876024
216.63000000   -0.007305649464
216.87900000   -0.006956078724
217.12800000   -0.006615129539
217.37700000   -0.006282769597
217.62600000   -0.005958968933
217.87500000   -0.005643700338
218.12400000   -0.005336939631
218.37300000   -0.005038665901
218.62200000   -0.004748861692
218.87100000   -0.004467513142
219.12000000   -0.004194610063
219.36900000   -0.003930145985
219.61800000   -0.003674118150
219.86700000   -0.003426527465
220.11600000   -0.003187378416
220.36500000   -0.002956678944
220.61400000   -0.002734440295
220.86300000   -0.002520676828
221.11200000   -0.002315405799
221.36100000   -0.002118647125
221.61000000   -0.001930423119
221.85900000   -0.001750758207
222.10800000   -0.001579678630
222.35700000   -0.001417212131
222.60600000   -0.001263387636
222.85500000   -0.001118234919
223.10400000   -0.000981784273
223.35300000   -0.000854066170
223.60200000   -0.000735110934
223.85100000   -0.000624948410
224.10000000   -0.000523607645
224.34900000   -0.000431116578
224.59800000   -0.000347501746
224.84700000   -0.000272788009
225.09600000   -0.000206998283
225.34500000   -0.000150153307
225.59400000   -0.000102271426
225.84300000   -0.000063368404
226.09200000   -0.000033457256
226.34100000   -0.000012548119
226.59000000   -0.000000648147
226.83900000    0.000002238565
227.08800000   -0.000003888978
227.33700000   -0.000019028665
227.58600000   -0.000043175293
227.83500000   -0.000076320626
228.08400000   -0.000118453479
228.33300000   -0.000169559831
228.58200000   -0.000229622972
228.83100000   -0.000298623671
229.08000000   -0.000376540380
229.32900000   -0.000463349457
229.57800000   -0.000559025408
229.82700000   -0.000663541157
230.07600000   -0.000776868334
230.32500000   -0.000898977568
230.57400000   -0.001029838805
230.82300000   -0.001169421630
231.07200000   -0.001317695595
231.32100000   -0.001474630557
231.57000000   -0.001640197007
231.81900000   -0.001814366409
232.06800000   -0.001997111521
232.31700000   -0.002188406721
232.56600000   -0.002388228308
232.81500000   -0.002596554799
233.06400000   -0.002813367205
233.31300000   -0.003038649284
233.56200000   -0.003272387774
233.81100000   -0.003514572598
234.06000000   -0.003765197040
234.30900000   -0.004024257888
234.55800000   -0.004291755545
234.80700000   -0.004567694101
235.05600000   -0.004852081364
235.30500000   -0.005144928849
235.55400000   -0.005446251725
235.80300000   -0.005756068706
236.05200000   -0.006074401905
236.30100000   -0.006401276620
236.55000000   -0.006736721079
236.79900000   -0.007080766146
237.04800000   -0.007433444885
237.29700000   -0.007794792153
237.54600000   -0.008164844096
237.79500000   -0.008543637579
238.04400000   -0.008931209548
238.29300000   -0.009327596326
238.54200000   -0.009732832827
238.79100000   -0.010146951708
239.04000000   -0.010569982442
239.28900000   -0.011001950312
239.53800000   -0.011442875332
239.78700000   -0.011892771093
240.03600000   -0.012351643526
240.28500000   -0.012819489594
240.53400000   -0.013296295907
240.78300000   -0.013782037260
241.03200000   -0.014276675107
